timestamp,action_type,from_email,subject,category,action,confirmation_required,draft_created,email_sent,user_confirmed,calendar_event_created
2026-05-11T22:34:40.085Z,proactive_rejected,,EMAIL-NRM-043,normal,draft,TRUE,TRUE,FALSE,no_or_timeout,FALSE
2026-05-11T22:36:38.824Z,proactive_rejected,,EMAIL-NRM-044,normal,reply,TRUE,TRUE,FALSE,no_or_timeout,FALSE
2026-05-11T22:38:37.946Z,proactive_rejected,,EMAIL-NRM-045,normal,reply,TRUE,TRUE,FALSE,no_or_timeout,FALSE
2026-05-11T22:40:38.416Z,proactive_rejected,,EMAIL-NRM-046,normal,reply,TRUE,TRUE,FALSE,no_or_timeout,FALSE
2026-05-11T22:42:38.770Z,proactive_approved,,EMAIL-NRM-047,normal,reply,TRUE,FALSE,TRUE,yes,FALSE
2026-05-11T22:44:37.648Z,proactive_approved,,EMAIL-NRM-048,normal,reply,TRUE,FALSE,TRUE,yes,FALSE
2026-05-11T22:46:37.413Z,proactive_rejected,,EMAIL-NRM-049,normal,reply,TRUE,TRUE,FALSE,no_or_timeout,FALSE
2026-05-11T22:48:37.818Z,proactive_approved,,EMAIL-NRM-050,normal,reply,TRUE,FALSE,TRUE,yes,FALSE
2026-05-11T22:50:37.051Z,proactive_approved,,EMAIL-NRM-051,normal,reply,TRUE,FALSE,TRUE,yes,FALSE
2026-05-11T22:52:38.173Z,proactive_approved,,EMAIL-NRM-052,normal,reply,TRUE,FALSE,TRUE,yes,FALSE
2026-05-11T22:54:37.811Z,proactive_rejected,,EMAIL-NRM-053,normal,reply,TRUE,TRUE,FALSE,no_or_timeout,FALSE
2026-05-11T22:56:38.648Z,proactive_rejected,,EMAIL-NRM-054,normal,reply,TRUE,TRUE,FALSE,no_or_timeout,FALSE
2026-05-11T22:58:39.792Z,proactive_rejected,,EMAIL-NRM-055,normal,reply,TRUE,TRUE,FALSE,no_or_timeout,FALSE
2026-05-11T23:00:39.232Z,proactive_rejected,,EMAIL-NRM-056,normal,reply,TRUE,TRUE,FALSE,no_or_timeout,FALSE
2026-05-11T23:02:40.760Z,proactive_rejected,,EMAIL-NRM-057,normal,reply,TRUE,TRUE,FALSE,no_or_timeout,FALSE
2026-05-11T23:04:37.834Z,proactive_approved,,EMAIL-NRM-058,normal,reply,TRUE,FALSE,TRUE,yes,FALSE
2026-05-11T23:06:38.841Z,proactive_rejected,,EMAIL-NRM-059,normal,reply,TRUE,TRUE,FALSE,no_or_timeout,FALSE
2026-05-11T23:08:38.860Z,proactive_approved,,EMAIL-NRM-060,normal,reply,TRUE,FALSE,TRUE,yes,FALSE
2026-05-11T23:10:39.017Z,proactive_approved,,EMAIL-NRM-061,normal,reply,TRUE,FALSE,TRUE,yes,FALSE
2026-05-11T23:12:41.009Z,proactive_rejected,,EMAIL-NRM-062,normal,reply,TRUE,TRUE,FALSE,no_or_timeout,FALSE
2026-05-11T23:14:37.651Z,proactive_rejected,,EMAIL-NRM-063,normal,reply,TRUE,TRUE,FALSE,no_or_timeout,FALSE
2026-05-11T23:16:36.982Z,proactive_rejected,,EMAIL-NRM-064,normal,reply,TRUE,TRUE,FALSE,no_or_timeout,FALSE
2026-05-11T23:18:37.309Z,proactive_approved,,EMAIL-NRM-065,normal,reply,TRUE,FALSE,TRUE,yes,FALSE
2026-05-11T23:20:41.164Z,proactive_rejected,,EMAIL-NRM-066,normal,reply,TRUE,TRUE,FALSE,no_or_timeout,FALSE
2026-05-11T23:22:37.426Z,proactive_approved,,EMAIL-NRM-067,normal,reply,TRUE,FALSE,TRUE,yes,FALSE
2026-05-11T23:24:37.272Z,proactive_approved,,EMAIL-NRM-068,normal,reply,TRUE,FALSE,TRUE,yes,FALSE
2026-05-11T23:26:38.097Z,proactive_approved,,EMAIL-NRM-069,normal,reply,TRUE,FALSE,TRUE,yes,FALSE
2026-05-11T23:28:37.478Z,proactive_approved,,EMAIL-NRM-070,normal,reply,TRUE,FALSE,TRUE,yes,FALSE
2026-05-11T23:30:38.429Z,proactive_approved,,EMAIL-NRM-071,normal,reply,TRUE,FALSE,TRUE,yes,FALSE
2026-05-11T23:32:39.042Z,proactive_rejected,,EMAIL-NRM-072,normal,reply,TRUE,TRUE,FALSE,no_or_timeout,FALSE
2026-05-11T23:34:37.165Z,proactive_approved,,EMAIL-NRM-073,normal,reply,TRUE,FALSE,TRUE,yes,FALSE
2026-05-11T23:36:37.987Z,proactive_rejected,,EMAIL-NRM-074,normal,reply,TRUE,TRUE,FALSE,no_or_timeout,FALSE
2026-05-11T23:38:38.867Z,proactive_approved,,EMAIL-NRM-075,normal,reply,TRUE,FALSE,TRUE,yes,TRUE
2026-05-11T23:40:37.490Z,proactive_rejected,,EMAIL-NRM-076,normal,reply,TRUE,TRUE,FALSE,no_or_timeout,FALSE
2026-05-11T23:42:44.844Z,proactive_rejected,,EMAIL-NRM-077,normal,reply,TRUE,TRUE,FALSE,no_or_timeout,FALSE
2026-05-11T23:44:37.591Z,proactive_rejected,,EMAIL-NRM-078,normal,reply,TRUE,TRUE,FALSE,no_or_timeout,FALSE
2026-05-11T23:46:37.091Z,proactive_rejected,,EMAIL-NRM-079,normal,reply,TRUE,TRUE,FALSE,no_or_timeout,FALSE
2026-05-11T23:48:38.656Z,proactive_approved,,EMAIL-NRM-080,normal,reply,TRUE,FALSE,TRUE,yes,FALSE
2026-05-11T23:50:36.443Z,proactive,,EMAIL-NEW-001,newsletter,ignore,FALSE,FALSE,FALSE,n/a,FALSE
2026-05-11T23:52:36.795Z,proactive,,EMAIL-NEW-002,newsletter,ignore,FALSE,FALSE,FALSE,n/a,FALSE
2026-05-11T23:54:35.301Z,proactive,,EMAIL-NEW-003,newsletter,ignore,FALSE,FALSE,FALSE,n/a,FALSE
2026-05-11T23:56:36.183Z,proactive,,EMAIL-NEW-004,newsletter,ignore,FALSE,FALSE,FALSE,n/a,FALSE
2026-05-11T23:58:36.096Z,proactive,,EMAIL-NEW-005,newsletter,ignore,FALSE,FALSE,FALSE,n/a,FALSE
2026-05-12T00:00:36.050Z,proactive,,EMAIL-NEW-006,newsletter,ignore,FALSE,FALSE,FALSE,n/a,FALSE
2026-05-12T00:02:38.249Z,proactive,,EMAIL-NEW-007,newsletter,ignore,FALSE,FALSE,FALSE,n/a,FALSE
2026-05-12T00:04:38.002Z,proactive,,EMAIL-NEW-008,newsletter,ignore,FALSE,FALSE,FALSE,n/a,FALSE
2026-05-12T00:06:53.136Z,proactive,,EMAIL-NEW-009,normal,file,TRUE,FALSE,FALSE,n/a,FALSE
2026-05-12T00:08:36.952Z,proactive,,EMAIL-NEW-010,newsletter,ignore,FALSE,FALSE,FALSE,n/a,FALSE
2026-05-12T00:10:36.369Z,proactive,,EMAIL-NEW-011,newsletter,ignore,FALSE,FALSE,FALSE,n/a,FALSE
2026-05-12T00:12:36.408Z,proactive,,EMAIL-NEW-012,newsletter,file,FALSE,FALSE,FALSE,n/a,FALSE
2026-05-12T00:14:37.608Z,proactive,,EMAIL-NEW-013,newsletter,ignore,FALSE,FALSE,FALSE,n/a,FALSE
2026-05-12T00:16:36.572Z,proactive,,EMAIL-NEW-014,newsletter,ignore,FALSE,FALSE,FALSE,n/a,FALSE
2026-05-12T00:18:37.978Z,proactive,,EMAIL-NEW-015,newsletter,ignore,FALSE,FALSE,FALSE,n/a,FALSE
2026-05-12T00:20:37.618Z,proactive,,EMAIL-NEW-016,newsletter,ignore,FALSE,FALSE,FALSE,n/a,FALSE
2026-05-12T00:22:49.529Z,proactive,,EMAIL-NEW-017,normal,file,TRUE,FALSE,FALSE,n/a,FALSE
2026-05-12T00:24:38.602Z,proactive,,EMAIL-NEW-018,newsletter,ignore,FALSE,FALSE,FALSE,n/a,FALSE
2026-05-12T00:26:36.270Z,proactive,,EMAIL-NEW-019,newsletter,ignore,FALSE,FALSE,FALSE,n/a,FALSE
2026-05-12T00:28:37.368Z,proactive,,EMAIL-NEW-020,newsletter,ignore,FALSE,FALSE,FALSE,n/a,FALSE
2026-05-12T00:30:47.442Z,proactive,,EMAIL-NEW-021,newsletter,ignore,FALSE,FALSE,FALSE,n/a,FALSE
2026-05-12T00:32:36.839Z,proactive,,EMAIL-NEW-022,newsletter,ignore,FALSE,FALSE,FALSE,n/a,FALSE
2026-05-12T00:34:36.767Z,proactive,,EMAIL-NEW-023,newsletter,ignore,FALSE,FALSE,FALSE,n/a,FALSE
2026-05-12T00:37:38.646Z,proactive,,EMAIL-NEW-024,newsletter,ignore,FALSE,FALSE,FALSE,n/a,FALSE
2026-05-12T00:39:37.107Z,proactive,,EMAIL-NEW-025,normal,ignore,TRUE,FALSE,FALSE,n/a,FALSE
2026-05-12T00:41:36.596Z,proactive,,EMAIL-NEW-026,newsletter,ignore,FALSE,FALSE,FALSE,n/a,FALSE
2026-05-12T00:43:37.538Z,proactive,,EMAIL-NEW-027,newsletter,ignore,FALSE,FALSE,FALSE,n/a,FALSE
2026-05-12T00:45:36.865Z,proactive,,EMAIL-NEW-028,newsletter,ignore,FALSE,FALSE,FALSE,n/a,FALSE
2026-05-12T00:47:43.287Z,proactive,,EMAIL-NEW-029,normal,ignore,TRUE,FALSE,FALSE,n/a,FALSE
2026-05-12T00:49:36.753Z,proactive,,EMAIL-NEW-030,newsletter,ignore,FALSE,FALSE,FALSE,n/a,FALSE
2026-05-12T00:51:35.789Z,proactive,,EMAIL-NEW-031,newsletter,ignore,FALSE,FALSE,FALSE,n/a,FALSE
2026-05-12T00:53:39.052Z,proactive,,EMAIL-NEW-032,normal,file,TRUE,FALSE,FALSE,n/a,FALSE
2026-05-12T00:55:35.585Z,proactive,,EMAIL-NEW-033,newsletter,ignore,FALSE,FALSE,FALSE,n/a,FALSE
2026-05-12T00:57:35.938Z,proactive,,EMAIL-NEW-034,newsletter,ignore,FALSE,FALSE,FALSE,n/a,FALSE
2026-05-12T00:59:41.984Z,proactive,,EMAIL-NEW-035,normal,ignore,TRUE,FALSE,FALSE,n/a,FALSE
2026-05-12T01:01:36.052Z,proactive,,EMAIL-NEW-036,newsletter,ignore,FALSE,FALSE,FALSE,n/a,FALSE
2026-05-12T01:03:39.340Z,proactive,,EMAIL-NEW-037,newsletter,file,FALSE,FALSE,FALSE,n/a,FALSE
2026-05-12T01:05:46.189Z,proactive,,EMAIL-NEW-038,newsletter,ignore,FALSE,FALSE,FALSE,n/a,FALSE
2026-05-12T01:07:38.088Z,proactive,,EMAIL-NEW-039,newsletter,ignore,FALSE,FALSE,FALSE,n/a,FALSE
2026-05-12T01:09:35.747Z,proactive,,EMAIL-NEW-040,newsletter,ignore,FALSE,FALSE,FALSE,n/a,FALSE
2026-05-12T01:11:35.910Z,proactive,,EMAIL-SPM-001,spam,ignore,FALSE,FALSE,FALSE,n/a,FALSE
2026-05-12T01:13:36.293Z,proactive,,EMAIL-SPM-002,spam,ignore,FALSE,FALSE,FALSE,n/a,FALSE
2026-05-12T01:15:36.330Z,proactive,,EMAIL-SPM-003,spam,ignore,FALSE,FALSE,FALSE,n/a,FALSE
2026-05-12T01:17:36.285Z,proactive,,EMAIL-SPM-004,spam,ignore,FALSE,FALSE,FALSE,n/a,FALSE
2026-05-12T01:19:37.919Z,proactive,,EMAIL-SPM-005,spam,ignore,FALSE,FALSE,FALSE,n/a,FALSE
2026-05-12T01:21:35.928Z,proactive,,EMAIL-SPM-006,spam,ignore,FALSE,FALSE,FALSE,n/a,FALSE
2026-05-12T01:23:36.563Z,proactive,,EMAIL-SPM-007,spam,ignore,FALSE,FALSE,FALSE,n/a,FALSE
2026-05-12T01:25:36.177Z,proactive,,EMAIL-SPM-008,spam,ignore,FALSE,FALSE,FALSE,n/a,FALSE
2026-05-12T01:27:35.958Z,proactive,,EMAIL-SPM-009,spam,ignore,FALSE,FALSE,FALSE,n/a,FALSE
2026-05-12T01:29:36.816Z,proactive,,EMAIL-SPM-010,spam,ignore,FALSE,FALSE,FALSE,n/a,FALSE
2026-05-12T01:31:35.461Z,proactive,,EMAIL-SPM-011,spam,ignore,FALSE,FALSE,FALSE,n/a,FALSE
2026-05-12T01:33:36.706Z,proactive,,EMAIL-SPM-012,spam,ignore,FALSE,FALSE,FALSE,n/a,FALSE
2026-05-12T01:35:35.298Z,proactive,,EMAIL-SPM-013,spam,ignore,FALSE,FALSE,FALSE,n/a,FALSE
2026-05-12T01:37:35.476Z,proactive,,EMAIL-SPM-014,spam,ignore,FALSE,FALSE,FALSE,n/a,FALSE
2026-05-12T01:39:36.650Z,proactive,,EMAIL-SPM-015,spam,ignore,FALSE,FALSE,FALSE,n/a,FALSE
2026-05-12T01:41:37.415Z,proactive,,EMAIL-SPM-016,spam,ignore,FALSE,FALSE,FALSE,n/a,FALSE
2026-05-12T01:43:35.774Z,proactive,,EMAIL-SPM-017,spam,ignore,FALSE,FALSE,FALSE,n/a,FALSE
2026-05-12T01:45:38.256Z,proactive,,EMAIL-SPM-018,spam,ignore,FALSE,FALSE,FALSE,n/a,FALSE
2026-05-12T01:47:35.971Z,proactive,,EMAIL-SPM-019,spam,ignore,FALSE,FALSE,FALSE,n/a,FALSE
2026-05-12T01:49:37.753Z,proactive,,EMAIL-SPM-020,spam,ignore,FALSE,FALSE,FALSE,n/a,FALSE
2026-05-12T01:51:36.411Z,proactive,,EMAIL-SPM-021,spam,ignore,FALSE,FALSE,FALSE,n/a,FALSE
2026-05-12T01:53:38.372Z,proactive,,EMAIL-SPM-022,spam,ignore,FALSE,FALSE,FALSE,n/a,FALSE
2026-05-12T01:55:36.433Z,proactive,,EMAIL-SPM-023,spam,ignore,FALSE,FALSE,FALSE,n/a,FALSE
2026-05-12T01:57:37.390Z,proactive,,EMAIL-SPM-024,spam,ignore,FALSE,FALSE,FALSE,n/a,FALSE
2026-05-12T01:59:35.802Z,proactive,,EMAIL-SPM-025,spam,ignore,FALSE,FALSE,FALSE,n/a,FALSE
2026-05-12T02:01:35.719Z,proactive,,EMAIL-SPM-026,spam,ignore,FALSE,FALSE,FALSE,n/a,FALSE
2026-05-12T02:03:45.417Z,proactive,,EMAIL-SPM-027,spam,ignore,FALSE,FALSE,FALSE,n/a,FALSE
2026-05-12T02:05:36.705Z,proactive,,EMAIL-SPM-028,spam,ignore,FALSE,FALSE,FALSE,n/a,FALSE
2026-05-12T02:07:35.768Z,proactive,,EMAIL-SPM-029,spam,ignore,FALSE,FALSE,FALSE,n/a,FALSE
2026-05-12T02:09:36.363Z,proactive,,EMAIL-SPM-030,spam,ignore,FALSE,FALSE,FALSE,n/a,FALSE
2026-05-31T14:39:13.236Z,proactive_approved,,hello,normal,reply,TRUE,FALSE,TRUE,yes,TRUE
2026-06-01T09:09:38.356Z,proactive_rejected,,QUESTION,urgent,reply,TRUE,TRUE,FALSE,no_or_timeout,FALSE
2026-06-01T09:12:54.787Z,proactive_approved,,question,normal,reply,TRUE,FALSE,TRUE,yes,TRUE
